ORDER_ID,SHIP_METHOD,ORDER_ON,DUE_DATE,customer_CUSTOMER_ID,SHIPPING_REMARKS
856,AIR,28.08.2022,17/06/2022,14,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros."
857,SEA,16.01.2023,19/07/2023,28,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit."
858,SEA,17.02.2023,15/11/2022,45,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum."
859,AIR,03.06.2022,27/07/2022,13,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh."
860,AIR,02.07.2022,17/10/2022,44,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim."
861,POSTAL,14.03.2023,12/06/2022,1,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero."
862,AIR,30.05.2023,25/11/2022,34,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.
863,SEA,18.07.2022,03/06/2023,13,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus."
864,AIR,11.04.2023,29/01/2023,39,Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.
865,AIR,23.08.2022,02/03/2023,30,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit."
866,POSTAL,12.01.2023,08/11/2022,10,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo."
867,SEA,31.10.2022,02/06/2022,18,"Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi."
868,SEA,27.09.2022,08/05/2023,20,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue."
869,POSTAL,02.12.2022,01/03/2023,9,Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet.
870,AIR,20.07.2022,05/08/2022,34,Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy.
871,SEA,27.10.2022,09/07/2022,10,Aliquam quis turpis eget elit sodales scelerisque.
872,POSTAL,10.01.2023,08/07/2023,44,"Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum."
873,SEA,23.10.2022,24/02/2023,7,"Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est."
874,POSTAL,11.05.2023,26/12/2022,19,Nullam sit amet turpis elementum ligula vehicula consequat.
875,AIR,13.02.2023,24/05/2023,41,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis."
876,POSTAL,10.05.2023,07/11/2022,29,Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl.
877,POSTAL,19.05.2023,19/07/2023,47,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante."
878,POSTAL,03.05.2023,30/10/2022,46,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla."
879,AIR,04.10.2022,17/02/2023,50,Vestibulum sed magna at nunc commodo placerat.
880,AIR,15.04.2023,06/04/2023,32,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus.
881,POSTAL,31.10.2022,05/12/2022,27,"Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus."
882,AIR,15.02.2023,01/06/2023,30,"Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem."
883,SEA,30.10.2022,20/09/2022,47,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum."
884,AIR,29.12.2022,21/10/2022,46,"Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus."
885,POSTAL,03.10.2022,30/11/2022,3,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl."
886,SEA,16.12.2022,20/10/2022,38,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.
887,AIR,14.11.2022,16/12/2022,24,"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam."
888,POSTAL,11.04.2023,20/05/2023,13,Vivamus tortor.
889,AIR,21.02.2023,21/06/2022,40,Nunc purus. Phasellus in felis.
890,POSTAL,18.03.2023,24/06/2022,3,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est."
891,SEA,12.05.2023,29/10/2022,26,In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.
892,AIR,09.04.2023,24/11/2022,10,In eleifend quam a odio. In hac habitasse platea dictumst.
893,SEA,17.11.2022,11/01/2023,24,"Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam."
894,POSTAL,09.12.2022,18/05/2023,26,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem."
895,POSTAL,13.06.2022,10/03/2023,27,"Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti."
896,AIR,11.02.2023,21/11/2022,24,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum."
897,SEA,27.03.2023,13/07/2023,30,Integer a nibh. In quis justo.
898,SEA,26.10.2022,25/05/2023,44,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius.
899,SEA,12.11.2022,27/07/2023,17,Suspendisse potenti. Nullam porttitor lacus at turpis.
900,AIR,24.04.2023,10/07/2023,48,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros."
901,POSTAL,27.12.2022,07/10/2022,40,Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.
902,POSTAL,10.09.2022,01/12/2022,2,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum."
903,POSTAL,14.07.2022,08/12/2022,48,"Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit."
904,SEA,28.04.2023,20/12/2022,36,Donec ut dolor.
905,POSTAL,04.01.2023,05/12/2022,31,Fusce posuere felis sed lacus.
906,SEA,10.08.2022,21/10/2022,44,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus."
907,AIR,16.01.2023,30/01/2023,37,Donec ut mauris eget massa tempor convallis.
908,AIR,22.02.2023,23/05/2023,39,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus."
909,SEA,09.07.2022,04/08/2022,15,In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.
910,SEA,11.10.2022,16/07/2023,16,"Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem."
911,POSTAL,22.08.2022,14/02/2023,45,Suspendisse potenti. Nullam porttitor lacus at turpis.
912,AIR,30.04.2023,18/06/2022,17,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus."
913,POSTAL,23.05.2023,20/11/2022,37,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus."
914,SEA,27.05.2022,24/06/2023,15,"Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc."
915,SEA,15.10.2022,19/03/2023,31,Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.
916,POSTAL,08.10.2022,23/04/2023,27,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis. Donec semper sapien a libero."
917,POSTAL,27.03.2023,14/07/2023,26,Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis.
918,AIR,18.05.2023,03/01/2023,22,Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum.
919,POSTAL,20.07.2022,28/02/2023,2,Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.
920,AIR,27.08.2022,25/04/2023,19,Quisque ut erat.
921,POSTAL,27.08.2022,31/03/2023,35,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede."
922,AIR,04.03.2023,21/11/2022,8,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius."
923,POSTAL,30.11.2022,16/06/2023,13,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy."
924,AIR,23.07.2022,02/06/2022,11,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.
925,SEA,26.09.2022,08/09/2022,17,In eleifend quam a odio.
926,AIR,27.08.2022,17/12/2022,34,"Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque."
927,AIR,12.07.2022,17/07/2022,19,Mauris lacinia sapien quis libero.
928,POSTAL,10.04.2023,25/01/2023,12,Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.
929,SEA,04.09.2022,10/02/2023,7,Integer ac leo. Pellentesque ultrices mattis odio.
930,AIR,15.08.2022,03/09/2022,27,Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor. Duis mattis egestas metus.
931,AIR,18.11.2022,04/03/2023,27,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem."
932,SEA,10.05.2023,16/05/2023,4,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci."
933,POSTAL,02.05.2023,25/03/2023,20,Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.
934,POSTAL,20.02.2023,07/07/2023,2,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus."
935,SEA,27.05.2022,24/05/2023,20,Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis.
936,SEA,01.04.2023,28/02/2023,12,Nullam varius. Nulla facilisi.
937,AIR,15.04.2023,19/12/2022,13,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla."
938,POSTAL,22.01.2023,02/07/2022,32,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros."
939,POSTAL,16.01.2023,16/08/2022,33,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc."
940,POSTAL,18.02.2023,03/06/2022,5,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc."
941,AIR,21.12.2022,12/12/2022,35,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum."
942,AIR,04.10.2022,09/10/2022,26,Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor.
943,POSTAL,19.08.2022,03/07/2023,42,Suspendisse potenti.
944,POSTAL,05.09.2022,24/01/2023,17,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci."
945,AIR,06.10.2022,26/11/2022,14,Vivamus vel nulla eget eros elementum pellentesque.
946,SEA,05.02.2023,20/12/2022,23,Cras in purus eu magna vulputate luctus.
947,SEA,27.04.2023,02/01/2023,2,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus."
948,AIR,29.08.2022,30/10/2022,17,In hac habitasse platea dictumst.
949,POSTAL,07.12.2022,08/09/2022,33,"Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo."
950,AIR,02.07.2022,20/04/2023,27,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat."
951,AIR,08.02.2023,24/06/2022,40,Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.
952,AIR,04.11.2022,23/06/2022,8,Etiam faucibus cursus urna.
953,AIR,23.05.2022,14/10/2022,18,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.
954,AIR,17.11.2022,12/06/2022,29,In congue. Etiam justo.
955,POSTAL,11.05.2023,13/07/2022,13,Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.
956,POSTAL,22.03.2023,11/06/2023,43,"Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante."
957,AIR,06.03.2023,03/11/2022,13,Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.
958,AIR,02.07.2022,04/12/2022,35,Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.
959,SEA,29.12.2022,06/06/2023,49,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.
960,POSTAL,06.03.2023,29/01/2023,36,Integer ac leo.
961,SEA,03.07.2022,24/02/2023,11,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus."
962,AIR,04.04.2023,05/02/2023,29,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum."
963,AIR,12.04.2023,03/06/2022,47,"Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus."
964,AIR,29.01.2023,08/07/2022,23,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis."
965,SEA,13.11.2022,31/05/2023,46,Nulla ut erat id mauris vulputate elementum.
966,POSTAL,18.03.2023,10/08/2022,23,Aenean fermentum.
967,AIR,18.12.2022,09/10/2022,16,Integer a nibh. In quis justo.
968,AIR,30.09.2022,19/09/2022,21,Fusce posuere felis sed lacus.
969,SEA,06.04.2023,19/05/2023,26,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem."
970,AIR,27.06.2022,08/11/2022,32,Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.
971,AIR,10.10.2022,16/01/2023,47,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio."
972,AIR,16.07.2022,13/06/2022,24,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo."
973,POSTAL,02.02.2023,16/07/2023,11,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis."
974,POSTAL,05.12.2022,29/11/2022,43,"In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices."
975,AIR,12.08.2022,05/12/2022,38,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus."
976,POSTAL,13.02.2023,23/01/2023,33,"Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla."
977,SEA,26.05.2023,01/05/2023,36,Sed vel enim sit amet nunc viverra dapibus.
978,AIR,27.02.2023,04/06/2022,7,Fusce posuere felis sed lacus.
979,POSTAL,13.05.2023,29/06/2023,49,"Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus."
980,AIR,24.07.2022,19/06/2022,30,In sagittis dui vel nisl.
981,AIR,28.06.2022,31/05/2023,50,"Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend."
982,SEA,13.01.2023,03/07/2023,24,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit."
983,AIR,18.03.2023,12/11/2022,18,Morbi non lectus.
984,POSTAL,06.07.2022,16/04/2023,29,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros."
985,AIR,19.11.2022,18/07/2023,5,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo."
986,AIR,21.07.2022,25/10/2022,36,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante.
987,SEA,13.10.2022,22/09/2022,31,Suspendisse potenti. In eleifend quam a odio.
988,AIR,02.10.2022,13/01/2023,18,Aliquam non mauris. Morbi non lectus.
989,POSTAL,01.02.2023,20/08/2022,36,"Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus."
990,AIR,30.03.2023,01/08/2022,33,Donec quis orci eget orci vehicula condimentum.
991,AIR,29.11.2022,29/06/2023,3,Duis consequat dui nec nisi volutpat eleifend.
992,AIR,02.08.2022,26/05/2023,47,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est."
993,SEA,04.04.2023,04/02/2023,40,Vestibulum sed magna at nunc commodo placerat.
994,AIR,22.08.2022,14/09/2022,33,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante.
995,AIR,21.08.2022,28/11/2022,43,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi."
996,POSTAL,08.12.2022,19/07/2023,15,"Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam."
997,SEA,24.05.2022,04/07/2022,6,Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.
998,SEA,11.02.2023,02/06/2022,4,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est."
999,POSTAL,06.02.2023,28/02/2023,25,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum."
1000,SEA,11.04.2023,25/10/2022,10,Nulla suscipit ligula in lacus.
